,Row.names,ACCNUM,SYMBOL,GO,Control1_Exp1,Control2_Exp2,Control3_Exp3
30035,10563068,NA,Prrg2,proline-rich Gla (G-carboxyglutamic acid) polypeptide 2,0.159056177,-0.459536113,0.714285044
30036,10563077,NA,Rcn3,"reticulocalbin 3, EF-hand calcium binding domain",-0.42365956,-0.389863772,0.29123745
30037,10563085,NA,Fcgrt,"Fc receptor, IgG, alpha chain transporter",-0.312588414,-0.109316191,0.304426394
30038,10563094,NA,Rps11,ribosomal protein S11,-0.189666648,0.1670044,-1.196604742
30039,10563099,NA,Snord35b,"small nucleolar RNA, C/D box 35B",3.717665824,-0.840902859,-0.067405228
30040,10563101,NA,Rpl13a,ribosomal protein L13A,-0.070747155,-0.021605934,-0.00464023
30041,10563108,NA,Snord35a,"small nucleolar RNA, C/D box 35A",1.616139929,-2.100378199,0.08673502
30046,10563130,NA,Aldh16a1,"aldehyde dehydrogenase 16 family, member A1",0.234518765,-0.228797199,-0.100571161
30047,10563149,NA,Ccdc155,coiled-coil domain containing 155,0.211272827,-0.424714228,0.422813289
30048,10563170,NA,Dkkl1,dickkopf-like 1,0.181392601,-0.65427563,0.144695974
30050,10563178,NA,Cd37,CD37 antigen,0.23591761,-0.548933112,0.274125298
30051,10563191,NA,Trpm4,"transient receptor potential cation channel, subfamily M, member 4",0.12727738,0.118747198,0.135845981
30052,10563220,NA,Ppfia3,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3",-0.009766745,-0.610091342,0.227975852
30053,10563253,NA,Lin7b,lin-7 homolog B (C. elegans),-0.074257148,-0.430927935,0.536325876
30054,10563260,NA,Snrnp70,small nuclear ribonucleoprotein 70 (U1),0.094329803,0.271153609,0.879596527
30055,10563275,NA,Ruvbl2,RuvB-like protein 2,0.392487818,-0.415340901,0.004853503
30057,10563303,NA,Bax,BCL2-associated X protein,0.194738612,-0.148567027,-0.72135544
30058,10563314,NA,Dhdh,dihydrodiol dehydrogenase (dimeric),0.135559135,-0.721176056,0.296381214
30059,10563323,NA,Nucb1,nucleobindin 1,-0.156043128,0.007634859,0.306861738
30060,10563338,NA,Ppp1r15a,"protein phosphatase 1, regulatory (inhibitor) subunit 15A",0.201483011,-0.232085033,0.802562426
30061,10563344,NA,Fgf21,fibroblast growth factor 21,0.037455345,-0.334090617,-0.17191863
30062,10563350,NA,Fut2,fucosyltransferase 2,0.085457756,-0.104065488,-0.275266467
30063,10563355,NA,Sec1,secretory blood group 1,-0.159861371,-0.17479576,-0.309261104
30064,10563362,NA,Sphk2,sphingosine kinase 2,0.01425172,-0.286230067,-0.204707976
30065,10563373,NA,Spaca4,sperm acrosome associated 4,-0.099200112,-0.36534529,0.619224601
30066,10563377,NA,Sult2b1,"sulfotransferase family, cytosolic, 2B, member 1",0.156774987,-0.300347351,0.363614583
30068,10563390,NA,Cyth2,cytohesin 2,-0.287356527,0.609284373,0.140079953
30069,10563407,NA,Kcnj14,"potassium inwardly-rectifying channel, subfamily J, member 14",0.138376491,-1.602088182,0.522845102
30070,10563411,NA,Grwd1,glutamate-rich WD repeat containing 1,0.479990631,-0.783536347,0.513488516
30071,10563421,NA,Grin2d,"glutamate receptor, ionotropic, NMDA2D (epsilon 4)",0.319742759,-0.128140274,0.077261011
30073,10563436,NA,Syngr4,synaptogyrin 4,-0.11085321,-0.381164551,0.04336262
30074,10563441,NA,Emp3,epithelial membrane protein 3,-0.622014477,0.45809104,-0.941165465
30075,10563447,NA,Abcc6,"ATP-binding cassette, sub-family C (CFTR/MRP), member 6",-0.096166615,-0.703016906,0.288710941
30076,10563480,NA,Kcnj11,"potassium inwardly rectifying channel, subfamily J, member 11",-0.22981709,-0.467967379,0.506322479
30077,10563487,NA,Abcc8,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8",0.191042686,-0.323533808,0.008505863
30078,10563527,NA,Ush1c,Usher syndrome 1C,-0.101261117,-0.299390828,0.395784672
30079,10563558,NA,Sergef,secretion regulating guanine nucleotide exchange factor,-0.109012124,-0.113261495,0.422593909
30080,10563570,NA,Tph1,tryptophan hydroxylase 1,-0.125808433,-0.351881496,0.434918905
30081,10563583,NA,Saal1,serum amyloid A-like 1,0.093153331,-0.458163766,-0.27363913
30082,10563597,NA,Saa3,serum amyloid A 3,0.414300642,-0.52342951,0.804639448
30083,10563602,NA,Saa4,serum amyloid A 4,0.190006944,-0.024278528,0.414269854
30085,10563611,NA,Saa1,serum amyloid A 1,-0.560976028,0.040561749,0.546868181
30086,10563615,NA,Hps5,Hermansky-Pudlak syndrome 5 homolog (human),-0.361701278,0.415639804,-0.081095901
30088,10563643,NA,Tsg101,tumor susceptibility gene 101,-0.428622756,-0.046024883,0.044699133
30089,10563649,NA,Uevld,UEV and lactate/malate dehyrogenase domains,0.32352135,-0.738084092,-0.34845943
30091,10563659,NA,Spty2d1,"SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)",-0.067704307,0.159620569,0.026687324
30093,10563685,NA,Ptpn5,"protein tyrosine phosphatase, non-receptor type 5",-0.049975857,-0.112562039,0.439589854
30094,10563704,NA,Mrgpra6,"MAS-related GPR, member A6",0.176443951,-0.451357301,0.526868439
30096,10563709,NA,Mrgpra1,"MAS-related GPR, member A1",0.297626145,0,0.039180155
30100,10563722,NA,Mrgpra3,"MAS-related GPR, member A3",-0.000385112,-0.557320721,0.444309191
30104,10563734,NA,Mrgpra4,"MAS-related GPR, member A4",0.314698686,-0.393270739,0.302632239
30105,10563740,NA,Mrgprx1,"MAS-related GPR, member X1",0.372076497,-0.370876432,0.516509634
30107,10563745,NA,Mrgprb5,"MAS-related GPR, member B5",0.145062259,-0.450777106,0.118541991
30108,10563747,NA,Mrgprb4,"MAS-related GPR, member B4",-0.343293881,-0.327135973,0.54645575
30109,10563749,NA,Mrgprb1,"MAS-related GPR, member B1",0.057445369,-0.088519037,0.454585699
30110,10563753,NA,Mrgprx2,"MAS-related GPR, member X2",0.441356721,-0.334361328,0.28019867
30111,10563760,NA,Mrgprb2,"MAS-related GPR, member B2",0.083396695,-0.408366281,0.816192549
30112,10563764,NA,Mrgprb3,"MAS-related GPR, member B3",-0.069446107,-0.423409966,0.300032753
30115,10563770,NA,Csrp3,cysteine and glycine-rich protein 3,0.228188566,-0.517594357,0.313466439
30116,10563780,NA,E2f8,E2F transcription factor 8,0.074797286,-0.199543885,-0.024000082
30117,10563797,NA,Dbx1,developing brain homeobox 1,-0.171044058,-0.45942984,0.355832764
30125,10563816,NA,Fancf,"Fanconi anemia, complementation group F",-0.087524564,-0.426756984,0.837827123
30126,10563820,NA,Svip,small VCP/p97-interacting protein,-0.163232146,-0.623192764,0.399309773
30128,10563829,NA,Mrps33,mitochondrial ribosomal protein S33,0.959525697,0.800136542,-0.989516188
30130,10563838,NA,Nipa2,non imprinted in Prader-Willi/Angelman syndrome 2 homolog (human),0.464660465,0.786273044,-1.11420032
30131,10563852,NA,Nipa1,non imprinted in Prader-Willi/Angelman syndrome 1 homolog (human),-0.026954067,-0.402514227,0.13215643
30132,10563858,NA,Gabrg3,"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3",-0.146945381,-0.091186486,0.130317572
30133,10563872,NA,Gabra5,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 5",-0.047503108,-0.798114177,0.388171492
30134,10563883,NA,Depdc1a,DEP domain containing 1a,-0.127700001,0.140259531,-0.724415034
30271,10564163,NA,Snord116,"small nucleolar RNA, C/D box 116",0.237519557,2.312429898,0.163619667
30273,10564167,NA,Snord116,"small nucleolar RNA, C/D box 116",0.237519557,2.312429898,0.163619667
30275,10564171,NA,Snord116,"small nucleolar RNA, C/D box 116",0.237519557,2.312429898,0.163619667
30276,10564173,NA,Snord116,"small nucleolar RNA, C/D box 116",0.237519557,2.312429898,0.163619667
30277,10564175,NA,Snord116,"small nucleolar RNA, C/D box 116",0.237519557,2.312429898,0.163619667
30278,10564177,NA,Snord116,"small nucleolar RNA, C/D box 116",0.393760555,2.265605711,0.324714805
30279,10564179,NA,Snord116,"small nucleolar RNA, C/D box 116",0.237519557,2.312429898,0.163619667
30280,10564181,NA,Snord116,"small nucleolar RNA, C/D box 116",0.237519557,2.312429898,0.163619667
30282,10564185,NA,Snord116,"small nucleolar RNA, C/D box 116",0.237519557,2.312429898,0.163619667
30283,10564187,NA,Snord116,"small nucleolar RNA, C/D box 116",0.237519557,2.312429898,0.163619667
30284,10564189,NA,Snord116,"small nucleolar RNA, C/D box 116",0.237519557,2.312429898,0.163619667
30285,10564191,NA,Snord116,"small nucleolar RNA, C/D box 116",0.237519557,2.312429898,0.163619667
30286,10564193,NA,Snord116,"small nucleolar RNA, C/D box 116",0.237519557,2.312429898,0.163619667
30287,10564195,NA,Snord116,"small nucleolar RNA, C/D box 116",0.237519557,2.312429898,0.163619667
30288,10564197,NA,Snord116,"small nucleolar RNA, C/D box 116",0.237519557,2.312429898,0.163619667
30289,10564199,NA,Snord116,"small nucleolar RNA, C/D box 116",0.237519557,2.312429898,0.163619667
30290,10564201,NA,Snord116,"small nucleolar RNA, C/D box 116",0.237519557,2.312429898,0.163619667
30292,10564205,NA,Snord116,"small nucleolar RNA, C/D box 116",0.237519557,2.312429898,0.163619667
30293,10564207,NA,Snord116,"small nucleolar RNA, C/D box 116",0.237519557,2.312429898,0.163619667
30296,10564220,NA,Gkap1,G kinase anchoring protein 1,0.471042773,0.754142071,-0.787684023
30297,10564222,NA,A230006K03Rik,RIKEN cDNA A230006K03 gene,-0.132000067,0.167196222,-0.149833004
30301,10564237,NA,Gm9801,predicted gene 9801,-0.251104533,-0.12370127,0.410800224
30302,10564260,NA,LOC102634490,uncharacterized LOC102634490,0.209170514,-0.230882706,0.407038783
30303,10564262,NA,Mkrn3,"makorin, ring finger protein, 3",0.054333614,-0.619823271,0.307720563
30304,10564266,NA,Peg12,paternally expressed 12,-0.202650473,-0.088589789,0.347219195
30306,10564272,NA,Chrna7,"cholinergic receptor, nicotinic, alpha polypeptide 7",0.041908164,-0.147903641,0.283095157
30308,10564290,NA,Klf13,Kruppel-like factor 13,0.11452818,-0.166965733,-0.085724116
30309,10564294,NA,Fan1,FANCD2/FANCI-associated nuclease 1,0.06884169,-0.359146034,-0.170432031
30310,10564313,NA,Mphosph10,M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein),0.056454079,0.195431763,-0.079666537
30311,10564326,NA,Fam189a1,"family with sequence similarity 189, member A1",0.069210413,-0.539051988,0.525665971
30312,10564337,NA,Ndnl2,necdin-like 2,0.117940262,-0.157564996,-0.258073994
30313,10564343,NA,Tjp1,tight junction protein 1,-0.28314222,0.168537858,-0.349512443
30314,10564373,NA,Gm10624,predicted gene 10624,0.073794927,-0.442656966,0.541655009
30316,10564377,NA,Lrrk1,leucine-rich repeat kinase 1,0.023480747,-0.365308951,0.284293973
30317,10564417,NA,Aldh1a3,"aldehyde dehydrogenase family 1, subfamily A3",0.025624283,-0.432015781,0.104305808
30319,10564436,NA,Asb7,ankyrin repeat and SOCS box-containing 7,0.182178709,-0.227312047,-0.250049242
30320,10564448,NA,Asb7,ankyrin repeat and SOCS box-containing 7,0.164639328,-0.006225868,-0.536833534
30321,10564451,NA,Mef2a,myocyte enhancer factor 2A,0.268784608,0.680704901,-0.720093636
30322,10564467,NA,Lrrc28,leucine rich repeat containing 28,-0.677818183,-0.038990252,-0.309079508
30324,10564482,NA,Synm,"synemin, intermediate filament protein",0.00380328,-0.233748396,-0.073510397
30326,10564502,NA,Pgpep1l,pyroglutamyl-peptidase I-like,-0.040963866,-0.217217155,-0.210641231
30327,10564507,NA,Arrdc4,arrestin domain containing 4,-0.07604661,0.316552207,0.020881557
30328,10564520,NA,Snora21,"small nucleolar RNA, H/ACA box 21",-1.478151029,0.894255009,-0.764177062
30331,10564527,NA,Nr2f2,"nuclear receptor subfamily 2, group F, member 2",0.257120729,0.527337153,-0.801262967
30334,10564539,NA,Mctp2,"multiple C2 domains, transmembrane 2",0.203680993,-0.305455521,0.191871713
30335,10564563,NA,Rpl17,ribosomal protein L17,0.147726337,0.103307675,-0.155229333
30339,10564573,NA,Chd2,chromodomain helicase DNA binding protein 2,-0.161472559,0.107508398,-0.235778622
30341,10564616,NA,Gm4971,Smad nuclear interacting protein 1 pseudogene,0.201840594,-0.426475681,0.095915156
30344,10564624,NA,St8sia2,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",0.201581158,-0.351020966,-0.23426469
30345,10564631,NA,Slco3a1,"solute carrier organic anion transporter family, member 3a1",-0.082626136,0.183664019,0.08446032
30346,10564646,NA,Sv2b,synaptic vesicle glycoprotein 2 b,-0.128723661,-0.286800762,-0.205338514
30349,10564667,NA,Ntrk3,"neurotrophic tyrosine kinase, receptor, type 3",-0.139142151,0.015194559,0.608983134
30350,10564692,NA,Mrpl46,mitochondrial ribosomal protein L46,0.287150383,0.22322001,0.960260775
30351,10564698,NA,Det1,de-etiolated homolog 1 (Arabidopsis),0.040073535,-0.175856288,0.028937147
30352,10564704,NA,Hapln3,hyaluronan and proteoglycan link protein 3,-0.091878024,0.105553668,0.54161329
30353,10564713,NA,Mfge8,milk fat globule-EGF factor 8 protein,-0.83250418,0.352986773,0.798457336
30354,10564726,NA,Rlbp1,retinaldehyde binding protein 1,0.002596935,-0.103141078,0.844798133
30355,10564736,NA,Polg,"polymerase (DNA directed), gamma",-0.253644507,0.32016451,0.306570526
30356,10564762,NA,Rhcg,Rhesus blood group-associated C glycoprotein,0.299080906,-0.360179186,0.486767898
30357,10564777,NA,Kif7,kinesin family member 7,0.160098298,0.025134106,0.415674505
30358,10564791,NA,Kif7,kinesin family member 7,-0.105917437,0.178775724,0.527322037
30359,10564795,NA,Plin1,perilipin 1,-0.084252321,-0.69730531,0.639059901
30360,10564805,NA,Pex11a,peroxisomal biogenesis factor 11 alpha,-0.228670829,-0.30051257,0.230359466
30361,10564809,NA,Eif1,eukaryotic translation initiation factor 1,0.049346997,-0.256554921,-0.006066386
30362,10564813,NA,Mesp1,mesoderm posterior 1,-0.517683055,-0.393723574,-0.056621442
30363,10564818,NA,Anpep,alanyl (membrane) aminopeptidase,-0.144843388,0.40463737,0.036869754
30364,10564839,NA,Ap3s2,"adaptor-related protein complex 3, sigma 2 subunit",0.944486612,0.412944176,0.030884623
30365,10564849,NA,2610034B18Rik,RIKEN cDNA 2610034B18 gene,-0.178389624,-0.103971853,-0.38732248
30366,10564857,NA,Idh2,"isocitrate dehydrogenase 2 (NADP+), mitochondrial",0.413390487,-0.025138073,0.249078699
30367,10564869,NA,Cib1,calcium and integrin binding 1 (calmyrin),-0.054238904,-0.361741124,-0.052885824
30368,10564877,NA,Rccd1,RCC1 domain containing 1,-0.098892324,-0.073383264,0.145963758
30369,10564888,NA,Unc45a,unc-45 homolog A (C. elegans),-0.256594282,0.022438556,0.4030628
30370,10564909,NA,Man2a2,"mannosidase 2, alpha 2",0.236878834,-0.242592688,0.252601656
30371,10564938,NA,Fes,feline sarcoma oncogene,0.403899617,-0.407517314,0.414363751
30372,10564960,NA,Furin,furin (paired basic amino acid cleaving enzyme),0.200004165,0.015046978,0.551079998
30373,10564978,NA,Blm,"Bloom syndrome, RecQ helicase-like",0.016824737,0.375729846,-0.413062915
30374,10565002,NA,Crtc3,CREB regulated transcription coactivator 3,-0.797677077,0.665151278,-0.32732903
30375,10565018,NA,Iqgap1,IQ motif containing GTPase activating protein 1,-0.162768685,0.388315962,-0.110140341
30376,10565057,NA,Wdr73,WD repeat domain 73,0.066277463,-0.160834144,-0.382899714
30377,10565067,NA,Nmb,neuromedin B,0.054769874,-0.577239049,-0.422566185
30378,10565072,NA,Sec11a,SEC11 homolog A (S. cerevisiae),0.024468676,-0.559851584,0.182171038
30380,10565083,NA,Rps17,ribosomal protein S17,-0.167548376,0.40551656,-0.985039561
30381,10565089,NA,Cpeb1,cytoplasmic polyadenylation element binding protein 1,-0.294328619,0.715051117,-0.643325664
30382,10565102,NA,Ap3b2,"adaptor-related protein complex 3, beta 2 subunit",0.449434842,-0.179100551,0.563190431
30383,10565132,NA,BC048679,cDNA sequence BC048679,0.957192555,-0.35109229,0.333467859
30384,10565137,NA,Fsd2,fibronectin type III and SPRY domain containing 2,-0.013865096,-0.379697609,0.055538642
30385,10565152,NA,Homer2,homer homolog 2 (Drosophila),0.390267194,0.555827734,-0.245540085
30386,10565156,NA,Homer2,homer homolog 2 (Drosophila),-0.143103909,-0.420345594,-0.356329547
30387,10565170,NA,3110040N11Rik,RIKEN cDNA 3110040N11 gene,0.181816532,-0.495937137,-0.235421075
30388,10565178,NA,Btbd1,BTB (POZ) domain containing 1,-0.029133634,0.375222382,-0.81298799
30390,10565193,NA,Hdgfrp3,"hepatoma-derived growth factor, related protein 3",0.265482779,-0.415737343,-0.434929383
30391,10565204,NA,Bnc1,basonuclin 1,0.223477319,-0.164947954,0.173511726
30392,10565210,NA,Fam154b,"family with sequence similarity 154, member B",-0.138846054,-0.230562428,-0.078735746
30394,10565218,NA,Il16,interleukin 16,-0.017414344,0.086826812,-0.446163598
30395,10565241,NA,1700026D08Rik,RIKEN cDNA 1700026D08 gene,0.171638901,-0.038580783,0.180628282
30396,10565250,NA,Mesdc1,mesoderm development candidate 1,-0.158759385,0.833775627,-0.689174317
30397,10565255,NA,9930013L23Rik,RIKEN cDNA 9930013L23 gene,0.271378145,-0.24659551,0.410341808
30398,10565288,NA,Abhd17c,abhydrolase domain containing 17C,0.124307018,0.501462884,0.242676842
30399,10565292,NA,Arnt2,aryl hydrocarbon receptor nuclear translocator 2,-0.027869738,-0.172948536,0.095091851
30400,10565315,NA,Fah,fumarylacetoacetate hydrolase,-0.516084956,0.350743429,-0.213761108
30401,10565330,NA,Zfand6,"zinc finger, AN1-type domain 6",-0.442257651,1.156571533,-0.474009951
30403,10565343,NA,Vmn2r65,"vomeronasal 2, receptor 65",-0.03137637,0.082487197,0.103623039
30404,10565345,NA,Vmn2r65,"vomeronasal 2, receptor 65",0.221700433,-0.240467169,0.347977277
30406,10565353,NA,Vmn2r68,"vomeronasal 2, receptor 68",0.145537132,-0.032289451,0.056273921
30407,10565355,NA,Vmn2r70,"vomeronasal 2, receptor 70",0.353926925,-0.580329768,0.526923492
30409,10565362,NA,Vmn2r74,"vomeronasal 2, receptor 74",-0.061698233,0.050225712,0.829641384
30410,10565368,NA,Vmn2r75,"vomeronasal 2, receptor 75",-0.061605152,-0.608484465,0.482979673
30411,10565373,NA,Vmn2r76,"vomeronasal 2, receptor 76",-0.028504278,-0.57892002,0.024346013
30412,10565379,NA,Olfr310,olfactory receptor 310,0.497858454,-0.053281562,0.410332311
30414,10565383,NA,Olfr309,olfactory receptor 309,0.345985793,-0.388867499,-0.043772988
30415,10565385,NA,Olfr308,olfactory receptor 308,0.126750101,0.009475803,0.304315401
30416,10565389,NA,Olfr307,olfactory receptor 307,0.109258558,-0.211373027,-0.229383318
30417,10565391,NA,Olfr305,olfactory receptor 305,-0.019416082,-0.457287936,0.296409844
30418,10565393,NA,Olfr304,olfactory receptor 304,0.652166643,-0.699878686,-0.18176043
30419,10565395,NA,Olfr303,olfactory receptor 303,0.343618294,-0.494164303,0.450359265
30420,10565397,NA,Olfr298,olfactory receptor 298,-0.155919515,-0.363079962,0.819255813
30421,10565399,NA,Olfr294,olfactory receptor 294,-0.310610326,-0.223032688,0.293770623
30422,10565401,NA,Folh1,folate hydrolase 1,0.229563484,-0.373323036,0.254733887
30423,10565422,NA,Tyr,tyrosinase,0.027904199,0.017002258,0.047015768
30426,10565437,NA,Tmem135,transmembrane protein 135,-0.473482111,0.231816138,-0.215232819
30427,10565456,NA,Prss23,"protease, serine 23",1.053643696,0.3364333,0.053517901
30428,10565461,NA,Me3,"malic enzyme 3, NADP(+)-dependent, mitochondrial",0.093841147,-0.54507272,0.256243578
30429,10565463,NA,Ccdc81,coiled-coil domain containing 81,0.0282315,0.329790117,0.366663163
